"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-01-01 00:00:00",0,0,0,0,0,,
"2019-01-02 00:00:00",0,0,0,0,0,,
"2019-01-03 00:00:00",1914,0,0,0,0,,
"2019-01-04 00:00:00",0,0,0,0,0,,
"2019-01-05 00:00:00",0,0,0,0,0,,
"2019-01-06 00:00:00",0,0,0,0,0,,
"2019-01-07 00:00:00",218,0,0,0,0,304.57142857142856,
"2019-01-08 00:00:00",0,0,0,0,0,304.57142857142856,
"2019-01-09 00:00:00",0,0,0,0,0,304.57142857142856,
"2019-01-10 00:00:00",218,0,0,0,0,62.285714285714285,
"2019-01-11 00:00:00",0,0,0,0,0,62.285714285714285,
"2019-01-12 00:00:00",0,0,0,0,0,62.285714285714285,
"2019-01-13 00:00:00",0,0,0,0,0,62.285714285714285,
"2019-01-14 00:00:00",0,0,0,0,0,31.142857142857142,
"2019-01-15 00:00:00",0,0,0,0,0,31.142857142857142,
"2019-01-16 00:00:00",0,0,0,0,0,31.142857142857142,
"2019-01-17 00:00:00",0,0,0,0,0,0,
"2019-01-18 00:00:00",0,0,0,0,0,0,
"2019-01-19 00:00:00",0,0,0,0,0,0,
"2019-01-20 00:00:00",0,0,0,0,0,0,
"2019-01-21 00:00:00",0,0,0,0,0,0,
"2019-01-22 00:00:00",0,0,0,0,0,0,
"2019-01-23 00:00:00",0,0,0,0,0,0,
"2019-01-24 00:00:00",0,0,0,0,0,0,
"2019-01-25 00:00:00",0,0,0,0,0,0,
"2019-01-26 00:00:00",2141,0,0,0,0,305.85714285714283,
"2019-01-27 00:00:00",0,0,0,0,0,305.85714285714283,
"2019-01-28 00:00:00",0,0,0,0,0,305.85714285714283,
"2019-01-29 00:00:00",0,0,0,0,0,305.85714285714283,
"2019-01-30 00:00:00",0,0,0,0,0,305.85714285714283,
"2019-01-31 00:00:00",0,0,0,0,0,305.85714285714283,
"2019-02-01 00:00:00",0,0,327,0,0,352.57142857142856,
"2019-02-02 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-03 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-04 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-05 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-06 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-07 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-08 00:00:00",0,0,0,0,0,0,
"2019-02-09 00:00:00",0,0,0,0,0,0,
"2019-02-10 00:00:00",0,0,0,0,0,0,
"2019-02-11 00:00:00",0,0,0,0,0,0,
"2019-02-12 00:00:00",0,0,0,0,0,0,
"2019-02-13 00:00:00",0,0,0,0,0,0,
"2019-02-14 00:00:00",0,116,0,0,0,16.571428571428573,
"2019-02-15 00:00:00",0,0,0,0,0,16.571428571428573,
"2019-02-16 00:00:00",0,0,0,0,0,16.571428571428573,
"2019-02-17 00:00:00",0,0,0,0,0,16.571428571428573,
"2019-02-18 00:00:00",0,0,0,0,0,16.571428571428573,
"2019-02-19 00:00:00",0,0,327,0,0,63.285714285714285,
"2019-02-20 00:00:00",0,0,0,0,0,63.285714285714285,
"2019-02-21 00:00:00",0,0,0,0,0,46.714285714285715,
"2019-02-22 00:00:00",218,0,0,0,0,77.85714285714286,
"2019-02-23 00:00:00",0,0,327,0,0,124.57142857142857,
"2019-02-24 00:00:00",0,0,0,0,0,124.57142857142857,
"2019-02-25 00:00:00",0,0,0,0,0,124.57142857142857,
